Aristophane	m	0
Aristophanes	m	0
Aristote	m	0
Arius	m	0
Arié	m	0
Arkadiusz	m	0
Arlene	f	0
Arlette	f	0
Arletty	f	0
Arlina	f	0
Arlinda	f	0
Arline	f	0
Arliss	m	0
Arlo	m	0
Arlèna	f	0
Arlène	f	0
Arma	f	0
Armael	m	0
Armaela	f	0
Armaelle	f	0
Arman	m	0
Armance	f	0
Armand	m	0
Armand-Albert	m	0
Armande	f	0
Armandine	f	0
Armantia	f	0
Armaëlle	f	0
Armel	m	0
Armela	f	0
Armele	f	0
Armelin	m	0
Armeline	f	0
Armelle	f	0
Armilla	f	0
Arminius	m	0
Armonie	f	0
Armony	f	0
Arméline	f	0
Arnaud	m	0
Arnaude	f	0
Arnault	m	0
Arno	m	0
Arnold	m	0
Arnoldo	m	0
Arnoult	m	0
Arnulfo	m	0
Arpiné	f	0
Arsenii	m	0
Arsinoé	f	0
Art	m	0
Artaud	m	0
Arthur	m	0
Arthuria	f	0
Arthurin	m	0
Arthurine	f	0
Arthémise	f	0
Artiom	m	0
Artis	m	0
Arto	m	0
Arturo	m	0
Artus	m	0
Artémidore	m	0
Artémise	f	0
Arun	m	0
Arvo	m	0
Arwane	m	0
Arwen	f	0
Arwenne	f	0
Aryna	f	0
Arzaela	f	0
Arzel	m	0
Arzela	f	0
Arzhel	m	0
Asa	m	0
Asaeli	m	0
Asahi	m	0
Ascension	f	0
Asher	m	0
Ashgar	m	0
Ashkenaz	m	0
Ashley-Marie	f	0
Ashton	m	0
Asie	f	0
Asija	f	0
Asije	f	0
Asma	f	0
Asmaa	f	0
Assa	f	0
Assia	f	0
Assiya	f	0
Assomption	f	0
Assya	f	0
Astor	m	0
Astride	f	0
Astruc	m	0
Asunta	f	0
Atala	f	0
Atea	f	0
Athanagor	m	0
Athanagore	m	0
Athanase	m	0
Athina	f	0
Athénaïs	f	0
Atika	f	0
Atiq	m	0
Attique	m	0
Aubane	f	0
Aubin	m	0
Aubray	f	0
Aubry	m	0
Aude	f	0
Aude-Marie	f	0
Aude-Marine	f	0
Audrey-Anne	f	0
Audrey-Marie	f	0
Audric	m	0
Audréana	f	0
Audréane	f	0
Audréanne	f	0
Audrée	f	0
Auger	m	0
Augusta	f	0
Augustave	m	0
Auguste	m	0
Augustin	m	0
Augustina	f	0
Augustine	f	0
Augusto	m	0
Augustus	m	0
Aukino	m	0
Aumérine	f	0
Aunjanue	f	0
Auphélie	f	0
Aure	f	0
Aurel	m	0
